Ranking,Country,Regional indicator,Happiness score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
35,Taiwan,East Asia,"6,379","995,173","78,279",76,"5,321","31,103","13,124",2016
4,Norway,Western Europe,"7,498","970,015","95,237",76,"97,963","46,229","70,814",2016
99,Greece,Western Europe,"5,033","997,503","63,784",76,"9,568",0,"8,169",2016
30,Malta,Western Europe,"6,488","998,752","92,861",76,"90,379","68,605","34,747",2016
12,Austria,Western Europe,"7,119","998,799","91,597",77,"89,329","40,093","42,257",2016
23,United Kingdom,Western Europe,"6,725","997,265","91,841",77,"82,231","61,188","54,233",2016
5,Finland,Western Europe,"7,413","983,367","95,891",77,"93,846","31,099","81,162",2016
7,Netherlands,Western Europe,"7,339","984,579","86,974",77,"90,736","57,844","59,237",2016
19,Ireland,Western Europe,"6,907","994,988","98,167",77,"88,759","54,852","58,894",2016
16,Germany,Western Europe,"6,994","997,881","92,772",77,"87,868","3,715","56,513",2016
24,Chile,Latin America and Caribbean,"6,705","998,816","76,557",77,"62,104","38,544","22,665",2016
18,Belgium,Western Europe,"6,929","998,917","88,948",77,"84,396","29,571","51,954",2016
6,Canada,North America and ANZ,"7,404","999,918","92,634",77,"94,284","54,695","62,012",2016
8,New Zealand,North America and ANZ,"7,334","982,821","99,115",78,"95,561","60,266","82,945",2016
10,Sweden,Western Europe,"7,291","989,265","91,919",78,"95,678","46,667","80,891",2016
32,France,Western Europe,"6,478","9,979","84,942",78,"76,521","14,835","35,249",2016
62,North Cyprus,Western Europe,"5,771","993,374","69,153",78,"71,647","32,111","32,815",2016
20,Luxembourg,Western Europe,"6,871","915,144","87,892",78,"90,176","33,635","6,993",2016
69,Cyprus,Western Europe,"5,546","993,412","59,748",78,"48,492","34,044","10,348",2016
11,Israel,Middle East and North Africa,"7,267","995,569","84,121",78,"59,874","39,389","17,276",2016
50,Italy,Western Europe,"5,977","995,971","88,034",78,"3,094","20,353","5,059",2016
9,Australia,North America and ANZ,"7,313","997,098","93,365",78,"93,407","57,834","63,995",2016
2,Switzerland,Western Europe,"7,509","964,149","96,787",79,"96,235","34,259","81,557",2016
3,Iceland,Western Europe,"7,501","988,557",1,79,"93,058","58,165","29,641",2016
37,Spain,Western Europe,"6,361","988,808","95,452",79,"61,702","2,155","12,148",2016
58,South Korea,East Asia,"5,835","998,936","61,012",80,"41,362","22,964","15,272",2016
53,Japan,East Asia,"5,921","987,032","89,629",81,"76,848","12,473","37,579",2016
22,Singapore,East Asia,"6,739","962,602","73,321",82,"8,015",399,"93,005",2016
75,Hong Kong,East Asia,"5,458","986,699","73,543",82,"79,014","48,916","62,641",2016
3,Iceland,Western Europe,"7,504","791,458",1,71,"95,277","56,742","33,066",2017
15,Ireland,Western Europe,"6,977","820,897","9,675",71,"87,066","51,053","64,265",2017
2,Denmark,Western Europe,"7,522","792,394","96,309",70,"95,102","42,392","86,316",2017
47,Uzbekistan,Commonwealth of Independent States,"5,971","420,385","96,175",62,1,"49,636","53,096",2017
8,New Zealand,North America and ANZ,"7,314","751,407","96,127",71,"93,287","59,661","82,449",2017
5,Finland,Western Europe,"7,469","771,648","95,633",71,"93,878","29,291","82,405",2017
1,Norway,Western Europe,"7,537","864,065","95,216",70,"96,532","43,196","68,051",2017
34,Spain,Western Europe,"6,403","740,017","95,127",73,"62,101","22,687","15,273",2017
4,Switzerland,Western Europe,"7,494","836,545","94,185",72,942,"34,669","79,044",2017
9,Australia,North America and ANZ,"7,284","79,348","93,758",72,"91,395","0,57","64,867",2017
70,Paraguay,Latin America and Caribbean,"5,493","498,479","93,587",64,"71,934","26,746","19,613",2017
40,Slovakia,Central and Eastern Europe,"6,098","708,477","93,449",68,"4,494","16,293","5,214",2017
19,United Kingdom,Western Europe,"6,714","770,612","92,915",71,"77,203","58,798","57,166",2017
59,Turkmenistan,Commonwealth of Independent States,"5,822","604,446","92,709",60,"63,543","29,821","5,584",2017
100,Mongolia,East Asia,"4,955","549,099","92,701",63,"59,878","40,386","7,086",2017
27,Malta,Western Europe,"6,527","718,037","92,415",71,"89,444","68,577","32,967",2017
7,Canada,North America and ANZ,"7,316","790,695","91,976",71,"92,837","51,969","61,892",2017
10,Sweden,Western Europe,"7,284","79,881","91,779",71,"93,114","45,986","8,279",2017
66,Estonia,Western Europe,"5,611","706,063","91,686",67,"72,789",118,"39,467",2017
52,Lithuania,Western Europe,"5,902","702,697","9,149",65,"35,584","1,213","2,556",2017
16,Germany,Western Europe,"6,951","795,355","91,428",70,"85,456","40,124","59,601",2017
49,Russia,Commonwealth of Independent States,"5,963","685,162","91,227",63,"56,784","6,236","7,099",2017
17,Belgium,Western Europe,"6,891","78,245","90,795",71,"82,001","27,623","54,133",2017
13,Austria,Western Europe,"7,006","794,914","90,647",71,"86,254","37,762","47,611",2017
18,Luxembourg,Western Europe,"6,863","931,139","90,501",72,"90,639","33,789","68,669",2017
62,Slovenia,Central and Eastern Europe,"5,758","716,929","90,186",70,"86,985","28,953",972,2017
46,Poland,Central and Eastern Europe,"5,973","690,513","89,764",68,"79,049","18,908","12,773",2017
67,Belarus,Commonwealth of Independent States,"5,569","618,227","89,716",66,"44,877","18,511","33,666",2017
48,Italy,Western Europe,"5,964","74,572","89,715",72,"3,896","20,617","6,037",2017
24,Argentina,Latin America and Caribbean,"6,599","633,588","89,437",67,"75,127","13,061","12,866",2017
51,Japan,East Asia,"5,92","757,399","89,182",74,"76,814","14,387","3,527",2017
105,Bulgaria,Central and Eastern Europe,"4,714","620,847","8,906",68,"4,394","13,504",238,2017
23,Czech Republic,Central and Eastern Europe,"6,609","723,063","89,029",69,"74,584","10,513","7,941",2017
82,Venezuela,Latin America and Caribbean,"5,25","603,192","88,871",65,"23,395","7,758","1,389",2017
22,Brazil,Latin America and Caribbean,"6,635","591,925","88,869",65,"66,457","19,372","23,927",2017
6,Netherlands,Western Europe,"7,377","803,919","88,722",71,"88,931","56,139","60,878",2017
32,Thailand,Southeast Asia,"6,424","602,892","88,527",66,"88,143","68,266","6,809",2017
14,United States,North America and ANZ,"6,993","826,538","88,162",70,"76,831","46,843","29,213",2017
12,Costa Rica,Latin America and Caribbean,"7,079","593,183","87,944",69,"88,133","25,608","2,156",2017
28,Uruguay,Latin America and Caribbean,"6,454","650,835","87,685",68,"8,802","20,893","3,835",2017
54,Latvia,Western Europe,"5,85","673,921","87,218",66,"49,481","18,265","15,904",2017
86,Dominican Republic,Latin America and Caribbean,"5,23","576,969","87,076",64,"83,948","22,309","24,541",2017
36,Colombia,Latin America and Caribbean,"6,357","572,291","87,061",64,"72,539","17,781","10,051",2017
132,Ukraine,Commonwealth of Independent States,"4,096","478,228","86,586",64,"18,682","32,224",496,2017
98,Kyrgyzstan,Commonwealth of Independent States,"5,004","318,704","86,568",63,"69,114","51,139","8,494",2017
31,France,Western Europe,"6,442","764,887","86,167",72,"71,435","15,483","37,153",2017
101,South Africa,Sub-Saharan Africa,"4,829","563,779","85,981",53,"72,806","16,629","15,617",2017
33,Taiwan Province of China,East Asia,"6,422","766,331","85,967",70,"54,913","30,828","13,747",2017
60,Kazakhstan,Commonwealth of Independent States,"5,819","686,647","85,955",65,"66,457","24,099","2,569",2017
38,Trinidad and Tobago,Latin America and Caribbean,"6,168","7,277","85,698",62,"78,789","38,815","1,931",2017
11,Israel,Middle East and North Africa,"7,213","735,198","85,453",72,"61,677","39,386","18,359",2017
30,Panama,Latin America and Caribbean,"6,452","659,488","85,261",68,"83,559","25,124","15,288",2017
76,Jamaica,Latin America and Caribbean,"5,311","49,476","84,952",66,"72,056","27,899","11,903",2017
89,Portugal,Western Europe,"5,195","703,014","84,879",70,"75,726","11,348","3,418",2017
68,Libya,Middle East and North Africa,"5,525","588,958","84,291",62,"70,753","18,146","19,946",2017
26,Singapore,Southeast Asia,"6,572","904,591","84,058",75,"83,531","41,281",1,2017
75,Hungary,Central and Eastern Europe,"5,324","687,425","83,395",67,"26,717","9,355","7,891",2017
97,Bhutan,South Asia,"5,011","473,291","83,208",62,"76,193","56,565","37,342",2017
69,Turkey,Middle East and North Africa,"5,5","640,526","83,061",66,"45,688","5,571","21,467",2017
41,Bahrain,Middle East and North Africa,"6,087","795,617","82,151",66,"81,542","20,603","5,536",2017
43,Nicaragua,Latin America and Caribbean,"6,071","394,116","79,923",66,"67,991","35,996","28,147",2017
37,Saudi Arabia,Middle East and North Africa,"6,344","81,818","79,889",64,"68,325","17,614","5,889",2017
44,Ecuador,Latin America and Caribbean,"6,008","534,979","79,858",67,"69,153","17,912","30,181",2017
42,Malaysia,Southeast Asia,"6,084","690,207","79,763",65,"61,111","4,971","14,129",2017
20,Chile,Latin America and Caribbean,"6,652","669,664","79,725",71,"57,257","38,978","17,723",2017
127,Mali,Sub-Saharan Africa,"4,19","254,538","79,566",52,"4,658","21,878","22,608",2017
94,Vietnam,Southeast Asia,"5,074","421,511","79,319",66,"86,754","28,037","18,874",2017
81,Indonesia,Southeast Asia,"5,262","532,156","7,913",62,"67,349","72,989","3,299",2017
35,Qatar,Middle East and North Africa,"6,375",10,"79,121",68,"91,779","39,432","94,614",2017
123,Mauritania,Middle East and North Africa,"4,292","346,627","7,898",56,"14,599","24,087","29,497",2017
96,Tajikistan,Commonwealth of Independent States,"5,041","280,481","78,945",63,"7,164","29,711","31,526",2017
21,United Arab Emirates,Middle East and North Africa,"6,648","869,346","78,631",68,"92,419","43,068","69,887",2017
71,Hong Kong S.A.R. of China,East Asia,"5,472","829,433","78,406",75,"74,587","44,682","63,306",2017
120,Sri Lanka,South Asia,"4,44","539,806","78,232",65,"85,259","5,857","15,863",2017
39,Kuwait,Middle East and North Africa,"6,105","872,879","78,214",66,"75,403","2,724","4,634",2017
73,Serbia,Central and Eastern Europe,"5,395","571,594","78,121",66,"31,708","26,266",881,2017
29,Guatemala,Latin America and Caribbean,"6,454","46,612","77,959",63,"80,716","33,826","16,632",2017
72,Philippines,Southeast Asia,"5,43","458,475","77,855",61,"88,905","2,309","21,394",2017
56,Moldova,Central and Eastern Europe,"5,838","389,611","77,725",64,"36,571","24,912","2,173",2017
87,Greece,,"5,227","689,283","76,955",71,"14,543",0,"9,324",2017
74,Jordan,Middle East and North Africa,"5,336","529,736","76,935",65,"63,566","20,544","25,803",2017
83,Montenegro,Central and Eastern Europe,"5,237","599,289","7,689",67,"29,622","23,615","1,899",2017
126,Congo (Kinshasa),Sub-Saharan Africa,"4,28","49,232","7,631",53,"35,847","29,407","12,974",2017
58,Bolivia,Latin America and Caribbean,"5,823","445,677","76,222",61,"84,882","26,914","13,025",2017
142,Botswana,Sub-Saharan Africa,"3,766","599,805","75,846",57,"76,749","11,854","21,232",2017
63,Peru,Latin America and Caribbean,"5,715","55,337","75,673",66,"68,364","15,132","10,133",2017
95,Nigeria,Sub-Saharan Africa,"5,074","418,949","75,487",49,"60,001","27,557","5,626",2017
130,Sudan,Western Europe,"4,139","352,538","75,377",56,"2,278","21,754","19,351",2017
25,Mexico,Latin America and Caribbean,"6,578","616,423","75,182",68,"62,701","14,437","28,596",2017
64,Mauritius,Sub-Saharan Africa,"5,629","63,578","75,101",66,"74,629","43,067","9,085",2017
92,Macedonia,Central and Eastern Europe,"5,175","56,906","74,998",66,"49,511","30,279","12,982",2017
139,Lesotho,Sub-Saharan Africa,"3,808","278,507","73,893",47,"59,349","18,793","2,565",2017
61,North Cyprus,Middle East and North Africa,"5,81","719,979","73,657",71,"71,584","3,184","33,459",2017
45,El Salvador,Latin America and Caribbean,"6,003","486,317","73,398",65,"65,697","9,338","1,938",2017
115,Senegal,Sub-Saharan Africa,"4,535","25,621","73,247",59,"57,413","21,892","24,867",2017
99,Nepal,South Asia,"4,962","256,483","73,221",62,"66,891","47,024","15,717",2017
79,China,East Asia,"5,273","577,927","72,076",69,"71,825","3,437","4,909",2017
103,Palestinian Territories,Middle East and North Africa,"4,775","382,864","71,754",64,"38,695","13,623","19,229",2017
118,Gabon,Sub-Saharan Africa,"4,465","640,492","71,752",58,"47,448","5,225","16,379",2017
85,Azerbaijan,Commonwealth of Independent States,"5,234","616,647","71,552",63,"60,487","5,402","3,898",2017
57,Romania,Central and Eastern Europe,"5,825","650,901","71,409",67,"69,427","15,932",945,2017
53,Argelia,Middle East and North Africa,"5,872","583,646","71,168",65,"35,448","8,285","31,465",2017
91,Honduras,Latin America and Caribbean,"5,181","390,521","71,027",64,"5,288","28,182","15,797",2017
78,Kosovo,Central and Eastern Europe,"5,279","508,607","70,649",63,"39,542","38,175","12,378",2017
65,Cyprus,Western Europe,"5,621","724,804","70,246",72,"53,948","32,366","8,882",2017
133,Uganda,Sub-Saharan Africa,"4,081","20,389","70,151",54,"67,328","38,871","12,291",2017
88,Lebanon,Middle East and North Africa,"5,225","574,624","70,138",69,"43,831","31,555",808,2017
55,South Korea,East Asia,"5,838","749,254","70,054",73,"39,183","24,661","13,629",2017
114,Myanmar,Southeast Asia,"4,545","196,235","69,741",59,"78,161",1,"40,666",2017
140,Angola,Sub-Saharan Africa,"3,795","458,865","68,573",49,0,"11,685","15,016",2017
111,Namibia,Sub-Saharan Africa,"4,574","515,529","68,204",57,"79,044","9,204","20,061",2017
138,Zimbabwe,Sub-Saharan Africa,"3,875","200,905","67,249",53,"51,103","22,569","20,541",2017
50,Belize,Latin America and Caribbean,"5,956","48,535","67,145",60,"83,177","28,639","20,801",2017
90,Bosnia and Herzegovina,Central and Eastern Europe,"5,182","525,138","66,395",68,"31,053","39,241",0,2017
112,Kenya,Sub-Saharan Africa,"4,553","299,599","66,309",56,"68,783","53,081","13,922",2017
134,Burkina Faso,Sub-Saharan Africa,"4,032","187,211","64,777",54,"49,277","29,933","25,916",2017
153,Tanzania,Sub-Saharan Africa,"3,349","273,223","64,697",58,"59,251","4,227","14,222",2017
121,Armenia,Commonwealth of Independent States,"4,376","481,405","62,554",66,"30,126","9,962","5,745",2017
129,Cambodia,Southeast Asia,"4,168","321,668","62,477",60,"96,221","46,049","14,668",2017
116,Zambia,Sub-Saharan Africa,"4,514","340,185","62,288",55,"70,126","2,978","16,845",2017
104,Egypt,Middle East and North Africa,"4,735","529,036","61,933",62,"42,858","15,348","24,635",2017
135,Niger,Sub-Saharan Africa,"4,028","86,556","61,657",55,"55,246","27,286","29,845",2017
106,Sierra Leone,Sub-Saharan Africa,"4,709","196,936","61,105",47,"48,416","34,966","15,312",2017
117,Iraq,Middle East and North Africa,"4,497","589,443","60,762",62,"43,837","23,821","23,092",2017
77,Croatia,Central and Eastern Europe,"5,293","653,506","60,102",68,"38,856","29,592","9,283",2017
137,Chad,Sub-Saharan Africa,"3,936","234,136","59,225",48,"24,663","25,787","1,154",2017
107,Cameroon,Sub-Saharan Africa,"4,695","301,644","58,738",51,"65,384","28,195","1,105",2017
151,Rwanda,Sub-Saharan Africa,"3,471","19,711","58,719",57,"88,393","30,159","98,043",2017
146,Yemen,Middle East and North Africa,"3,593","316,279","58,078",56,"37,898","12,424","12,226",2017
144,Madagascar,Sub-Saharan Africa,"3,644","163,467","56,689",58,"28,742","24,906","1,448",2017
128,Ivory Coast,Sub-Saharan Africa,"4,18","322,354","56,177",49,"68,015","24,012","28,012",2017
131,Ghana,Sub-Saharan Africa,"4,12","356,659","54,246",56,"64,265","30,656","5,457",2017
148,Liberia,Sub-Saharan Africa,"3,533","63,633","5,415",54,"50,571","31,805","8,388",2017
113,Mozambique,Sub-Saharan Africa,"4,55","125,246","54,062",50,"73,041","38,449","38,646",2017
102,Tunisia,Middle East and North Africa,"4,805","538,424","53,916",65,"44,008","5,929","18,678",2017
119,Ethiopia,Sub-Saharan Africa,"4,46","181,334","53,687",58,"62,111","37,306","35,635",2017
124,Congo (Brazzaville),Sub-Saharan Africa,"4,291","432,424","51,661",56,"66,088","1,442","17,148",2017
109,Albania,Central and Eastern Europe,"4,644","532,505","49,901",68,"57,957","24,021","8,586",2017
149,Guinea,Sub-Saharan Africa,"3,507","130,722","49,128",53,"52,957","31,598","23,893",2017
84,Morocco,Middle East and North Africa,"5,235","469,388","48,111",65,"62,007","3,843","18,902",2017
122,India,South Asia,"4,315","423,474","46,839",60,714,"27,627","19,863",2017
110,Bangladesh,South Asia,"4,608","313,606","45,644",63,"72,671","20,554","26,646",2017
93,Somalia,Sub-Saharan Africa,"5,151","12,104","44,776",51,"91,474","34,798","60,824",2017
108,Iran,Middle East and North Africa,"4,692","618,396","4,418",66,"37,877","46,206","10,502",2017
80,Pakistan,South Asia,"5,269","388,549","41,767",59,"35,733","37,639","26,781",2017
145,Haiti,Latin America and Caribbean,"3,603","197,037","39,765",55,"4,614","58,372","2,151",2017
154,Burundi,Sub-Saharan Africa,"2,905","48,976","39,104",52,91,"24,393","18,123",2017
147,South Sudan,Sub-Saharan Africa,"3,591","212,345","37,336",52,"22,341","34,087","25,154",2017
141,Afghanistan,South Asia,"3,794","214,606","36,108",53,"16,131","37,213","13,172",2017
125,Georgia,Commonwealth of Independent States,"4,286","508,141","35,429",66,"47,005","6,444","54,203",2017
136,Malawi,Sub-Saharan Africa,"3,97","124,784","31,825",56,"70,933","34,265","1,566",2017
143,Benin,Sub-Saharan Africa,"3,657","230,433","27,028",53,"64,712","24,813","13,123",2017
150,Togo,Sub-Saharan Africa,"3,495","163,273","26,815",54,"57,794","23,494","20,604",2017
152,Syria,Middle East and North Africa,"3,462","41,542","24,594",62,"12,387","58,904","32,596",2017
155,Central African Republic,Sub-Saharan Africa,"2,693",0,0,48,"41,146","33,514","12,183",2017
145,Afghanistan,South Asia,"36,315","201,215","20,121",59,"11,671","31,964","7,937",2018
112,Albania,Central and Eastern Europe,"4,586","555,338","55,534",70,"57,789","2,497","7,098",2018
84,Argelia,Middle East and North Africa,"52,946","593,587","59,359",68,"10,667","9,237","29,437",2018
142,Angola,Sub-Saharan Africa,"37,948","442,773","44,277",59,0,"13,198","13,409",2018
29,Argentina,Latin America and Caribbean,"6,388","650,476","65,048",69,"78,637","10,366","11,709",2018
129,Armenia,Commonwealth of Independent States,"43,206","495,064","49,506",68,"35,902","12,894","6,049",2018
10,Australia,North America and ANZ,"72,721","812,558","81,256",73,"8,924","60,412","66,165",2018
12,Austria,Western Europe,"71,394","813,407","81,341",73,"85,198","40,499","48,979",2018
87,Azerbaijan,Commonwealth of Independent States,"52,006","620,973","62,097",66,"59,332","5,172","38,622",2018
43,Bahrain,Middle East and North Africa,"61,051","811,235","81,123",68,"82,043","40,655","2,693",2018
115,Bangladesh,South Asia,"45,004","322,814","32,281",66,"80,007",256,"3,147",2018
73,Belarus,Commonwealth of Independent States,"54,833","629,925","62,993",68,"42,414","16,898","3,378",2018
16,Belgium,Western Europe,"69,269","802,595","8,026",73,"80,429","31,467","52,606",2018
49,Belize,Latin America and Caribbean,"59,556","489,207","48,921",63,"81,818","3,055","19,389",2018
136,Benin,Sub-Saharan Africa,"41,414","229,103","2,291",58,"60,699","27,317","14,625",2018
97,Bhutan,South Asia,"50,821","482,921","48,292",65,"74,743","60,915","37,381",2018
62,Bolivia,Latin America and Caribbean,"57,519","455,479","45,548",64,"8,361","23,621","11,778",2018
93,Bosnia and Herzegovina,Central and Eastern Europe,"51,294","554,813","55,481",70,"38,691","36,134",0,2018
146,Botswana,Sub-Saharan Africa,"35,898","616,459","61,646",62,"76,855",709,"20,189",2018
28,Brazil,Latin America and Caribbean,"64,189","597,856","59,786",68,"68,113","18,451","19,214",2018
100,Bulgaria,Central and Eastern Europe,"49,331","63,942","63,942",69,"49,519","10,746","2,044",2018
121,Burkina Faso,Sub-Saharan Africa,"44,244","19,021","19,021",59,"43,015","29,362","27,995",2018
156,Burundi,Sub-Saharan Africa,"29,045","55,066","5,507",56,"8,951","24,918","16,621",2018
120,Cambodia,Southeast Asia,"44,326","332,717","33,272",63,"96,122","42,895","14,208",2018
99,Cameroon,Sub-Saharan Africa,"49,753","324,223","32,422",57,"62,613","3,059","9,497",2018
7,Canada,North America and ANZ,"73,285","806,773","80,677",73,"90,143","53,657","6,366",2018
155,Central African Republic,Sub-Saharan Africa,"3,083","14,496",145,53,"42,138","36,541","8,391",2018
131,Chad,Sub-Saharan Africa,"43,006","216,991","21,699",54,"26,075","30,259","13,119",2018
25,Chile,Latin America and Caribbean,"64,762","686,033","68,603",71,"59,523","32,976","13,264",2018
86,China,East Asia,"52,458","59,993","59,993",71,"82,375","4,795","22,613",2018
37,Colombia,Latin America and Caribbean,"62,601","582,411","58,241",67,"73,353","16,499","8,628",2018
114,Congo (Brazzaville),Sub-Saharan Africa,"45,587","413,327","41,333",60,"70,919","15,311","16,916",2018
132,Congo (Kinshasa),Sub-Saharan Africa,"42,449","41,979","4,198",57,"43,113","33,005","11,434",2018
13,Costa Rica,Latin America and Caribbean,"70,717","612,525","61,252",71,"87,169","2,398","22,018",2018
82,Croatia,Central and Eastern Europe,"53,212","676,097","6,761",69,"52,503","20,085","8,523",2018
61,Cyprus,Middle East and North Africa,"57,625","745,164","74,516",73,"58,353","33,886","7,654",2018
21,Czech Republic,Central and Eastern Europe,"67,109","747,985","74,799",72,"74,901","10,704","7,361",2018
3,Denmark,Western Europe,"75,553","81,935","81,935",72,"9,431","47,592","89,266",2018
83,Dominican Republic,Latin America and Caribbean,"53,018","5,953","5,953",66,"7,982","20,073","23,139",2018
48,Ecuador,Latin America and Caribbean,"59,732","539,197","5,392",69,"76,765","19,064","26,294",2018
122,Egypt,Middle East and North Africa,"44,192","536,904","5,369",65,"43,076","15,466","23,331",2018
40,El Salvador,Latin America and Caribbean,"61,668","48,866","48,866",67,"63,587","10,888","18,018",2018
63,Estonia,Western Europe,"57,392","727,703","7,277",69,"76,302","14,346","38,048",2018
127,Ethiopia,Sub-Saharan Africa,"43,502","186,731","18,673",62,"62,376","36,749","31,958",2018
1,Finland,Western Europe,"76,321","791,421","79,142",72,"93,948","3,207","85,993",2018
23,France,Western Europe,"64,893","783,956","78,396",73,"71,818","16,373","38,447",2018
103,Gabon,Sub-Saharan Africa,"47,583","628,407","62,841",62,"49,178","5,361","11,282",2018
128,Georgia,Commonwealth of Independent States,"43,405","517,439","51,744",67,"51,823","6,442","46,992",2018
15,Germany,Western Europe,"69,647","812,357","81,236",72,"80,907","45,768","61,239",2018
108,Ghana,Sub-Saharan Africa,"4,657","358,823","35,882",60,"68,812","35,439","6,293",2018
79,Greece,Western Europe,"53,579","699,674","69,967",72,"18,072",0,973,2018
30,Guatemala,Latin America and Caribbean,"63,819","473,802","4,738",66,"83,412","29,922","15,453",2018
140,Guinea,Sub-Saharan Africa,"39,641","208,427","20,843",58,"54,428","3,104","20,532",2018
148,Haiti,Latin America and Caribbean,"3,582","190,865","19,087",59,"3,429","65,657","22,664",2018
72,Honduras,Latin America and Caribbean,"5,504","375,752","37,575",67,"63,304","32,935","16,102",2018
76,Hong Kong,East Asia,"54,304","852,041","85,204",76,"72,358","41,245","63,775",2018
69,Hungary,Central and Eastern Europe,"5,62","710,126","71,013",69,"35,751","1,016","4,871",2018
4,Iceland,Western Europe,"74,952","814,589","81,459",73,"93,378","59,112","30,203",2018
133,India,South Asia,"41,898","437,378","43,738",64,"74,442","28,815","20,391",2018
96,Indonesia,Southeast Asia,"50,926","545,189","54,519",64,"74,282","80,999","3,858",2018
106,Iran,Middle East and North Africa,"47,066","641,904","6,419",68,"63,405","47,256","28,289",2018
117,Iraq,Middle East and North Africa,"44,556","612,391","61,239",65,"41,918","24,709","20,703",2018
14,Ireland,Western Europe,"69,771","877,826","87,783",72,"84,746","51,293","66,923",2018
11,Israel,Middle East and North Africa,"7,19","754,265","75,427",73,"64,053","43,921","17,875",2018
47,Italy,Western Europe,"60,004","766,585","76,659",74,"38,789","2,285","6,226",2018
107,Ivory Coast,Sub-Saharan Africa,"46,712","327,954","32,795",55,"64,394","24,498","2,253",2018
56,Jamaica,Latin America and Caribbean,"58,898","496,379","49,638",68,"79,405","16,111","6,848",2018
54,Japan,East Asia,"5,915","78,482","78,482",75,"76,331","13,154","32,754",2018
90,Jordan,Middle East and North Africa,"51,607","498,216","49,822",67,"64,574","21,729","29,362",2018
60,Kazakhstan,Commonwealth of Independent States,"57,901","692,895","6,929",67,"62,611","24,699","26,414",2018
124,Kenya,Sub-Saharan Africa,"44,097","298,993","29,899",63,"69,526","58,984","12,066",2018
66,Kosovo,Central and Eastern Europe,"56,621","51,836","51,836",66,"61,861","45,827","5,025",2018
45,Kuwait,Middle East and North Africa,"60,834","893,673","89,367",68,"76,508","28,009","23,236",2018
92,Kyrgyzstan,Commonwealth of Independent States,"51,308","321,183","32,118",66,"74,521","46,971","7,567",2018
110,Laos,East Asia,"46,231","436,469","43,647",63,"86,436","38,437","38,006",2018
53,Latvia,Western Europe,"59,331","696,159","69,616",68,"50,098","15,337","14,516",2018
88,Lebanon,Middle East and North Africa,"51,989","584,904","5,849",70,"40,257","31,214","7,353",2018
141,Lesotho,Sub-Saharan Africa,"38,082","286,516","28,652",55,"58,379","19,347","24,401",2018
149,Liberia,Sub-Saharan Africa,"34,954","45,922","4,592",59,"57,819","34,407",657,2018
70,Libya,Middle East and North Africa,"55,657","597,401","5,974",65,"68,453","19,333","32,432",2018
50,Lithuania,Western Europe,"59,519","725,776","72,578",69,"48,291","4,378","1,391",2018
17,Luxembourg,Western Europe,"69,099","955,748","95,575",73,"87,238","32,808","70,243",2018
89,Macedonia,Central and Eastern Europe,"51,848","581,755","58,176",68,"54,451","28,988","1,148",2018
143,Madagascar,Sub-Saharan Africa,"37,736","159,086","15,909",62,"30,514","25,867","10,621",2018
147,Malawi,Sub-Saharan Africa,"35,868","112,839","11,284",60,"73,231","35,196","17,561",2018
35,Malaysia,Southeast Asia,"63,221","704,231","70,423",68,"4,916","52,117","12,945",2018
118,Mali,Sub-Saharan Africa,"4,447","224,252","22,425",56,"50,698","23,319","12,232",2018
22,Malta,Western Europe,"66,266","77,026","77,026",72,"89,076","62,889","31,128",2018
126,Mauritania,Middle East and North Africa,"43,555","337,786","33,779",59,"17,742","22,454","20,422",2018
55,Mauritius,Sub-Saharan Africa,"58,915","66,107","66,107",68,"80,596","41,003","10,917",2018
24,Mexico,Latin America and Caribbean,"64,882","629,594","62,959",70,"66,142","11,494","20,724",2018
67,Moldova,Central and Eastern Europe,"56,397","398,173","39,817",67,"32,046","28,607",71,2018
94,Mongolia,East Asia,"51,246","554,363","55,436",66,"5,454","42,312",694,2018
81,Montenegro,Central and Eastern Europe,"53,475","616,886","61,689",69,"35,787","18,644","17,823",2018
85,Morocco,Middle East and North Africa,"52,537","472,266","47,227",68,"6,351","4,417","1,625",2018
123,Mozambique,Sub-Saharan Africa,"44,166","120,071","12,007",57,"73,276","34,411","34,628",2018
130,Myanmar,Southeast Asia,"43,078","413,651","41,365",62,"80,008",1,"38,965",2018
119,Namibia,Sub-Saharan Africa,"44,413","529,893","52,989",61,"71,678","8,472","14,045",2018
101,Nepal,South Asia,"48,804","257,953","25,795",65,"72,622","50,541","17,043",2018
6,Netherlands,Western Europe,"74,413","825,267","82,527",72,"88,072","55,786","64,467",2018
8,New Zealand,North America and ANZ,"73,238","768,935","76,894",72,"92,324","61,109","85,091",2018
41,Nicaragua,Latin America and Caribbean,"6,141","405,262","40,526",68,"72,707","34,752","28,115",2018
134,Niger,Sub-Saharan Africa,"41,655","79,653","7,965",58,"53,802","29,345","21,643",2018
91,Nigeria,Sub-Saharan Africa,"51,554","417,888","41,789",54,"6,375","33,643","6,948",2018
2,Norway,Western Europe,"75,937","882,704","8,827",72,"94,747",478,"74,335",2018
75,Pakistan,South Asia,"54,725","395,645","39,565",62,"4,615","3,616","24,792",2018
104,Palestinian Territories,Middle East and North Africa,"47,433","389,563","38,956",66,"36,738","14,384","16,731",2018
27,Panama,Latin America and Caribbean,"6,43","674,448","67,445",70,"82,386","20,836","13,806",2018
